Date,Country,Population,Total Tests,Total Cases,Total Deaths,Total Recovered,Serious or Critical,Active Cases
14-05-2020,Vietnam,97234232,275000,312,,260,2,52
14-05-2020,Madagascar,27599599,5670,230,,108,1,122
14-05-2020,Rwanda,12911155,45140,287,,168,,119
14-05-2020,South Sudan,11177895,3356,203,,3,,200
14-05-2020,Uganda,45550580,67559,160,,63,,97
14-05-2020,Sao Tome and Principe,218653,175,235,7,4,,224
14-05-2020,Liberia,5042565,,215,20,105,,90
14-05-2020,French Guiana,297687,,164,1,124,,39
14-05-2020,Eswatini,1158724,2262,187,2,51,,134
14-05-2020,Martinique,375298,,189,14,91,2,84
14-05-2020,Myanmar,54366792,12482,181,6,84,,91
14-05-2020,Faeroe Islands,48841,8638,187,,187,,0
14-05-2020,Guadeloupe,400116,,155,13,109,4,33
14-05-2020,Gibraltar,33692,4750,147,,144,,3
14-05-2020,Mozambique,31141818,5119,115,,35,,80
14-05-2020,Brunei,436979,16523,141,1,134,2,6
14-05-2020,Mongolia,3271795,10162,61,,15,2,46
14-05-2020,Yemen,29742981,120,85,12,1,,72
14-05-2020,Bermuda,62304,4691,122,9,66,2,47
14-05-2020,Guyana,786108,1052,113,10,42,3,61
14-05-2020,Cambodia,16690788,14461,122,,121,1,1
14-05-2020,Trinidad and Tobago,1398962,2516,116,8,107,,1
14-05-2020,Aruba,106713,1937,101,3,93,4,5
14-05-2020,Monaco,39209,,96,4,87,1,5
14-05-2020,Bahamas,392795,1700,96,11,41,1,44
14-05-2020,Cayman Islands,65629,5342,93,1,54,3,38
14-05-2020,Barbados,287335,3480,85,7,65,4,13
14-05-2020,Liechtenstein,38115,900,82,1,55,,26
14-05-2020,Mauritania,4633922,2015,20,2,7,,11
14-05-2020,Sint Maarten,42817,329,76,15,46,7,15
14-05-2020,Malawi,19066433,1363,63,3,24,1,36
14-05-2020,Libya,6859926,3253,64,3,28,,33
14-05-2020,French Polynesia,280717,3170,60,,59,,1
14-05-2020,Syria,17446406,,48,3,29,,16
14-05-2020,Angola,32731783,6136,48,2,14,,32
14-05-2020,Zimbabwe,14836491,36081,37,4,13,,20
14-05-2020,Macao,648258,,45,,43,1,2
14-05-2020,Burundi,11844472,284,15,1,7,,7
14-05-2020,Saint Martin,38585,,39,3,30,1,6
14-05-2020,Eritrea,3540444,,39,,38,,1
14-05-2020,Nicaragua,6615040,,25,8,7,,10
14-05-2020,Antigua and Barbuda,97833,183,25,3,19,1,3
14-05-2020,Botswana,2345678,11495,24,1,17,,6
14-05-2020,Gambia,2407856,1341,23,1,10,,12
14-05-2020,Timor-Leste,1315315,738,24,,21,,3
14-05-2020,Grenada,112462,2419,21,,14,4,7
14-05-2020,Bhutan,770586,12932,20,,5,,15
14-05-2020,Laos,7262665,4092,19,,14,,5
14-05-2020,Belize,396732,1043,18,2,16,,0
14-05-2020,Fiji,895677,1300,18,,14,,4
14-05-2020,New Caledonia,285170,5454,18,,18,,0
14-05-2020,Saint Lucia,183529,727,18,,18,,0
14-05-2020,St. Vincent Grenadines,110899,155,17,,12,,5
14-05-2020,Curaçao,164015,389,16,1,14,,1
14-05-2020,Dominica,71965,420,16,,15,,1
14-05-2020,Namibia,2535193,2011,16,,12,,4
14-05-2020,Saint Kitts and Nevis,53155,327,15,,14,,1
14-05-2020,Falkland Islands,3467,402,13,,13,,0
14-05-2020,Turks and Caicos,38653,109,12,1,10,,1
14-05-2020,Vatican City,801,,12,,2,,10
14-05-2020,Comoros,867268,,11,1,3,,7
14-05-2020,Montserrat,4992,36,11,1,8,1,2
14-05-2020,Suriname,586006,404,10,1,9,,0
14-05-2020,Greenland,56759,1579,11,,11,,0
14-05-2020,Seychelles,98275,,11,,10,,1
14-05-2020,British Virgin Islands,30207,167,7,1,4,,2
14-05-2020,Papua New Guinea,8925907,2402,8,,8,,0
14-05-2020,Caribbean Netherlands,26194,357,6,,6,,0
14-05-2020,St. Barth,9874,,6,,6,,0
14-05-2020,Western Sahara,595462,,6,,6,,0
14-05-2020,Anguilla,14987,,3,,3,,0
14-05-2020,Lesotho,2140235,,1,,,,1
14-05-2020,Saint Pierre Miquelon,5797,,1,,1,,0
15-05-2020,USA,330774664,11090900,1484285,88507,327751,16139,1068027
15-05-2020,Russia,145927292,6413948,262843,2418,58226,2300,202199
15-05-2020,Spain,46752703,2467761,274367,27459,188967,1320,57941
15-05-2020,Brazil,212380932,735224,218223,14817,84970,8318,118436
15-05-2020,UK,67844241,2353078,236711,33998,,1559,
15-05-2020,Italy,60471924,2875680,223885,31610,120205,808,72070
15-05-2020,France,65256826,1384633,179506,27529,60448,2203,91529
15-05-2020,Germany,83752855,3147771,175699,8001,151700,1294,15998
15-05-2020,Turkey,84230075,1547389,146457,4055,106133,944,36269
15-05-2020,Iran,83862642,658604,116635,6902,91836,2727,17897
15-05-2020,India,1378381772,2039952,85784,2753,30258,,52773
15-05-2020,Peru,32915899,605383,84495,2392,27147,851,54956
15-05-2020,China,1439323776,,82933,4633,78209,11,91
15-05-2020,Canada,37702769,1225049,74613,5562,36895,502,32156
15-05-2020,Saudi Arabia,34747330,530265,49176,292,21869,167,27015
15-05-2020,Belgium,11583739,645314,54644,8959,14301,380,31384
15-05-2020,Mexico,128770253,155932,42595,4477,28475,378,9643
15-05-2020,Chile,19096687,341347,39542,394,16614,584,22534
15-05-2020,Netherlands,17130492,287943,43681,5643,,378,
15-05-2020,Pakistan,220356788,344450,37218,803,10155,111,26260
15-05-2020,Qatar,2875047,148173,29425,14,3546,72,25865
15-05-2020,Ecuador,17610231,89817,31467,2594,3433,197,25440
15-05-2020,Switzerland,8647139,334274,30514,1878,27100,69,1536
15-05-2020,Belarus,9449678,321705,27730,156,8807,92,18767
15-05-2020,Sweden,10091856,177500,29207,3646,4971,351,20590
15-05-2020,Portugal,10200063,600061,28583,1190,3328,112,24065
15-05-2020,Singapore,5844888,224262,26891,21,7248,18,19622
15-05-2020,Ireland,4931150,258808,23956,1518,19470,69,2968
15-05-2020,UAE,9875965,1560923,21831,210,7328,1,14293
15-05-2020,Bangladesh,164493041,160512,20065,298,3882,1,15885
15-05-2020,Poland,37851327,576276,18016,907,6918,160,10191
15-05-2020,Ukraine,43762985,211614,17330,476,4473,225,12381
15-05-2020,Indonesia,273176544,178602,16496,1076,3803,,11617
15-05-2020,Romania,19251921,294601,16437,1070,9370,219,5997
15-05-2020,Israel,8638917,485922,16589,266,12587,60,3736
15-05-2020,South Africa,59218133,421555,13524,247,6083,119,7194
15-05-2020,Japan,126520115,233144,16203,713,10338,245,5152
15-05-2020,Colombia,50817787,177050,14216,546,3460,137,10210
15-05-2020,Austria,9000366,351351,16109,628,14471,47,1010
15-05-2020,Kuwait,4262847,236004,12860,96,3640,190,9124
15-05-2020,Egypt,102094004,135000,11228,592,2799,41,7837
15-05-2020,Dominican Republic,10834889,50108,11739,424,3557,127,7758
15-05-2020,Philippines,109403890,191963,12091,806,2460,77,8825
15-05-2020,S. Korea,51264120,726747,11018,260,9821,55,937
15-05-2020,Denmark,5789832,368889,10791,537,8959,32,1295
15-05-2020,Serbia,8741321,168670,10438,225,4301,20,5912
15-05-2020,Panama,4306425,46898,9118,260,6080,72,2778
15-05-2020,Czechia,10706690,342131,8406,295,5381,37,2730
15-05-2020,Argentina,45146322,96893,7479,356,2497,170,4626
15-05-2020,Norway,5416217,216350,8219,232,32,20,7955
15-05-2020,Algeria,43752773,6500,6629,536,3271,22,2822
15-05-2020,Bahrain,1693667,222542,6583,12,2640,4,3931
15-05-2020,Afghanistan,38817349,20854,6053,153,745,7,5155
15-05-2020,Australia,25464216,983816,7019,98,6337,17,584
15-05-2020,Morocco,36857758,81616,6652,190,3400,1,3062
15-05-2020,Malaysia,32315733,424306,6855,112,5439,14,1304
15-05-2020,Kazakhstan,18749587,483236,5689,34,2707,31,2948
15-05-2020,Finland,5539729,140600,6228,293,5000,32,935
15-05-2020,Nigeria,205486161,30657,5450,171,1320,7,3959
15-05-2020,Moldova,4035024,20447,5745,202,2228,251,3315
15-05-2020,Ghana,30991423,167704,5638,28,1460,5,4150
15-05-2020,Oman,5089968,61000,4625,20,1350,31,3255
15-05-2020,Armenia,2962604,37476,4044,52,1666,10,2326
15-05-2020,Bolivia,11653648,7651,3372,152,356,3,2864
15-05-2020,Luxembourg,624724,59987,3923,104,3682,11,137
15-05-2020,Iraq,40108260,140573,3193,117,2089,,987
15-05-2020,Hungary,9663123,127237,3417,442,1287,46,1688
15-05-2020,Cameroon,26461313,,2954,139,1553,28,1262
15-05-2020,Azerbaijan,10128288,220363,2980,36,1886,37,1058
15-05-2020,Thailand,69779718,286008,3025,56,2854,61,115
15-05-2020,Greece,10428746,120015,2810,160,1374,23,1276
15-05-2020,Guinea,13086759,10304,2473,15,895,18,1563
15-05-2020,Uzbekistan,33409960,460000,2686,11,2158,8,517
15-05-2020,Honduras,9885245,5653,2318,133,253,10,1932
15-05-2020,Sudan,43719159,,1964,91,205,,1668
15-05-2020,Senegal,16687100,24599,2310,25,890,6,1395
15-05-2020,Bosnia and Herzegovina,3283087,47149,2236,128,1336,4,772
15-05-2020,Bulgaria,6954222,63319,2138,102,545,51,1491
15-05-2020,Croatia,4108081,51568,2222,95,1869,8,258
15-05-2020,Ivory Coast,26294743,15260,2017,24,942,,1051
15-05-2020,Guatemala,17874358,7200,1518,29,129,5,1360
15-05-2020,Cuba,11327404,77374,1840,79,1425,9,336
15-05-2020,North Macedonia,2083384,20548,1740,97,1251,21,392
15-05-2020,Iceland,340982,56219,1802,10,1782,,10
15-05-2020,Estonia,1326433,68097,1766,63,923,5,780
15-05-2020,Tajikistan,9510530,,1118,33,,,1085
15-05-2020,Lithuania,2726360,216247,1523,54,965,17,504
15-05-2020,DRC,89204344,,1298,50,212,,1036
15-05-2020,Djibouti,986245,16878,1309,4,935,,370
15-05-2020,New Zealand,4817585,216787,1498,21,1421,2,56
15-05-2020,Slovakia,5459339,135902,1480,27,1131,3,322
15-05-2020,Slovenia,2078905,67701,1465,103,270,7,1092
15-05-2020,Somalia,15835721,,1284,53,135,2,1096
15-05-2020,Gabon,2219053,7050,1209,10,219,11,980
15-05-2020,El Salvador,6482375,51142,1210,23,416,19,771
15-05-2020,Mayotte,271976,5000,1210,16,627,10,567
15-05-2020,Kyrgyzstan,6510930,59490,1111,14,745,13,352
15-05-2020,Maldives,539365,11775,1031,4,49,2,978
15-05-2020,Hong Kong,7489763,168291,1053,4,1019,1,30
15-05-2020,Tunisia,11803787,37862,1035,45,802,3,188
15-05-2020,Guinea-Bissau,1962083,1500,913,3,26,,884
15-05-2020,Latvia,1888464,85431,970,19,662,3,289
15-05-2020,Sri Lanka,21402783,39629,935,9,477,1,449
15-05-2020,Albania,2878155,11458,916,31,705,1,180
15-05-2020,Lebanon,6828869,57715,891,26,246,4,619
15-05-2020,Cyprus,1206320,81942,910,17,481,10,412
15-05-2020,Kenya,53621669,36918,781,45,284,1,452
15-05-2020,Niger,24088734,5749,885,51,684,,150
15-05-2020,Mali,20174887,2498,806,46,455,,305
15-05-2020,Costa Rica,5088572,18655,843,9,542,5,292
15-05-2020,Burkina Faso,20829100,,780,51,595,,134
15-05-2020,Paraguay,7121943,18856,759,11,193,,555
15-05-2020,Andorra,77251,1673,761,49,604,3,108
15-05-2020,Zambia,18317156,15487,654,7,124,1,523
15-05-2020,Uruguay,3472331,32225,732,19,553,7,160
15-05-2020,Equatorial Guinea,1396874,854,594,7,22,,565
15-05-2020,Georgia,3990035,36248,671,12,393,6,266
15-05-2020,San Marino,33923,3394,652,41,189,1,422
15-05-2020,Jordan,10191015,136229,596,9,401,5,186
15-05-2020,Venezuela,28445034,540236,459,10,229,1,220
15-05-2020,Malta,441407,47504,532,6,448,1,78
15-05-2020,Channel Islands,173672,5342,549,43,457,,49
15-05-2020,Haiti,11385726,1502,273,20,18,,235
15-05-2020,Jamaica,2959659,7780,509,9,118,,382
15-05-2020,Chad,16364523,,428,48,88,,292
15-05-2020,Sierra Leone,7956645,,447,27,97,,323
15-05-2020,Tanzania,59512999,,509,21,183,7,305
15-05-2020,Réunion,894557,17200,441,,354,4,87
15-05-2020,Taiwan,23811805,68659,440,7,387,,46
15-05-2020,Congo,5500730,,391,15,87,,289
15-05-2020,Palestine,5086351,44876,375,2,315,,58
15-05-2020,Nepal,29071791,87008,267,,36,,231
15-05-2020,Ethiopia,114599417,48985,287,5,112,,170
15-05-2020,Benin,12082333,25471,339,2,83,,254
15-05-2020,Isle of Man,84980,4032,334,24,285,10,25
15-05-2020,Mauritius,1271525,69773,332,10,322,,0
15-05-2020,Togo,8254058,12040,263,11,96,,156
15-05-2020,Cabo Verde,555261,791,326,2,67,,257
15-05-2020,CAR,4819377,3498,301,,13,,288
15-05-2020,Montenegro,628057,10167,324,9,311,2,4
15-05-2020,Vietnam,97234232,275000,314,,260,2,54
15-05-2020,Madagascar,27599599,5670,238,,112,1,126
15-05-2020,Rwanda,12911155,46198,287,,177,,110
15-05-2020,South Sudan,11177895,3356,236,4,4,,228
15-05-2020,Uganda,45550580,70117,203,,63,,140
15-05-2020,Sao Tome and Principe,218653,175,235,7,4,,224
15-05-2020,Liberia,5042565,,219,20,108,,91
15-05-2020,French Guiana,297687,,189,1,124,,64
15-05-2020,Eswatini,1158724,4160,190,2,66,,122
15-05-2020,Martinique,375298,,192,14,91,,87
15-05-2020,Myanmar,54366792,12995,181,6,89,,86
15-05-2020,Faeroe Islands,48841,8779,187,,187,,0
15-05-2020,Guadeloupe,400116,2866,155,13,109,3,33
15-05-2020,Gibraltar,33692,4941,147,,144,,3
15-05-2020,Mozambique,31141818,5361,119,,42,,77
15-05-2020,Brunei,436979,16705,141,1,135,2,5
15-05-2020,Mongolia,3271795,10162,98,,20,2,78
15-05-2020,Yemen,29742981,120,106,15,1,,90
15-05-2020,Bermuda,62304,4691,122,9,66,2,47
15-05-2020,Guyana,786108,1065,116,10,43,3,63
15-05-2020,Cambodia,16690788,14615,122,,121,1,1
15-05-2020,Trinidad and Tobago,1398962,2597,116,8,107,,1
15-05-2020,Aruba,106713,1937,101,3,93,4,5
15-05-2020,Monaco,39209,,96,4,87,1,5
15-05-2020,Bahamas,392795,1700,96,11,41,1,44
15-05-2020,Cayman Islands,65629,5900,94,1,55,3,38
15-05-2020,Barbados,287335,3651,85,7,65,4,13
15-05-2020,Liechtenstein,38115,900,82,1,55,,26
15-05-2020,Mauritania,4633922,2015,29,3,7,,19
15-05-2020,Sint Maarten,42817,329,76,15,46,7,15
15-05-2020,Malawi,19066433,1363,63,3,24,1,36
15-05-2020,Libya,6859926,3253,64,3,28,,33
15-05-2020,French Polynesia,280717,3170,60,,59,,1
15-05-2020,Syria,17446406,,50,3,36,,11
15-05-2020,Angola,32731783,6136,48,2,17,,29
15-05-2020,Zimbabwe,14836491,25478,42,4,13,,25
15-05-2020,Macao,648258,,45,,43,1,2
15-05-2020,Burundi,11844472,284,15,1,7,,7
15-05-2020,Saint Martin,38585,,39,3,30,1,6
15-05-2020,Eritrea,3540444,,39,,39,,0
15-05-2020,Nicaragua,6615040,,25,8,7,,10
15-05-2020,Antigua and Barbuda,97833,183,25,3,19,1,3
15-05-2020,Botswana,2345678,11495,24,1,17,,6
15-05-2020,Gambia,2407856,1341,23,1,10,,12
15-05-2020,Timor-Leste,1315315,738,24,,24,,0
15-05-2020,Grenada,112462,2419,22,,14,4,8
15-05-2020,Bhutan,770586,13311,21,,5,,16
15-05-2020,Laos,7262665,4204,19,,14,,5
15-05-2020,Belize,396732,1043,18,2,16,,0
15-05-2020,Fiji,895677,1300,18,,15,,3
15-05-2020,New Caledonia,285170,5454,18,,18,,0
15-05-2020,Saint Lucia,183529,727,18,,18,,0
15-05-2020,St. Vincent Grenadines,110899,155,17,,14,,3
15-05-2020,Curaçao,164015,389,16,1,14,,1
15-05-2020,Dominica,71965,420,16,,15,,1
15-05-2020,Namibia,2535193,2074,16,,13,,3
15-05-2020,Saint Kitts and Nevis,53155,327,15,,14,,1
15-05-2020,Falkland Islands,3467,402,13,,13,,0
15-05-2020,Turks and Caicos,38653,109,12,1,10,,1
15-05-2020,Vatican City,801,,12,,2,,10
15-05-2020,Comoros,867268,,11,1,3,,7
15-05-2020,Montserrat,4992,36,11,1,8,1,2
15-05-2020,Suriname,586006,404,10,1,9,,0
15-05-2020,Greenland,56759,1629,11,,11,,0
15-05-2020,Seychelles,98275,,11,,10,,1
15-05-2020,British Virgin Islands,30207,167,8,1,6,,1
15-05-2020,Papua New Guinea,8925907,2402,8,,8,,0
15-05-2020,Caribbean Netherlands,26194,357,6,,6,,0
15-05-2020,St. Barth,9874,,6,,6,,0
15-05-2020,Western Sahara,595462,,6,,6,,0
15-05-2020,Anguilla,14987,,3,,3,,0
15-05-2020,Lesotho,2140235,,1,,,,1
15-05-2020,Saint Pierre Miquelon,5797,,1,,1,,0
16-05-2020,USA,330774664,11949625,1507773,90113,339232,16248,1078428
16-05-2020,Russia,145927292,6656340,272043,2537,63166,2300,206340
16-05-2020,Spain,46752703,3037840,276505,27563,192253,1208,56689
16-05-2020,Brazil,212380932,735224,233142,15633,89672,8318,127837
16-05-2020,UK,67844241,2489563,240161,34466,,1559,
16-05-2020,Italy,60471924,2944859,224760,31763,122810,775,70187
16-05-2020,France,65256826,1384633,179365,27625,61066,2132,90674
16-05-2020,Germany,83752855,3147771,176244,8027,152600,1203,15617
16-05-2020,Turkey,84230075,1589625,148067,4096,108137,906,35834
16-05-2020,Iran,83862642,672679,118392,6937,93147,2716,18308
16-05-2020,India,1378381772,2134277,90648,2871,34224,,53553
16-05-2020,Peru,32915899,630482,88541,2523,28272,840,57746
16-05-2020,China,1439323776,,82941,4633,78219,11,89
16-05-2020,Canada,37702769,1265502,75864,5679,37819,502,32366
16-05-2020,Saudi Arabia,34747330,548023,52016,302,23666,166,28048
16-05-2020,Belgium,11583739,663755,54989,9005,14460,364,31524
16-05-2020,Mexico,128770253,163691,45032,4767,30451,378,9814
16-05-2020,Chile,19096687,350325,41428,421,18014,751,22993
16-05-2020,Netherlands,17130492,287943,43870,5670,,346,
16-05-2020,Pakistan,220356788,359264,38799,834,10880,111,27085
16-05-2020,Qatar,2875047,152704,30972,15,3788,158,27169
16-05-2020,Ecuador,17610231,93344,32763,2688,3433,197,26642
16-05-2020,Switzerland,8647139,339364,30572,1879,27400,69,1293
16-05-2020,Belarus,9449678,335057,28681,160,9498,92,19023
16-05-2020,Sweden,10091856,177500,29677,3674,4971,278,21032
16-05-2020,Portugal,10200063,600061,28810,1203,3822,115,23785
16-05-2020,Singapore,5844888,224262,27356,22,8342,16,18992
16-05-2020,Ireland,4931150,258808,24048,1533,19470,69,3045
16-05-2020,UAE,9875965,1560923,22627,214,7931,1,14482
16-05-2020,Bangladesh,164493041,167114,20995,314,4117,1,16564
16-05-2020,Poland,37851327,601394,18257,915,7175,160,10167
16-05-2020,Ukraine,43762985,220638,17858,497,4906,231,12455
16-05-2020,Indonesia,273176544,182818,17025,1089,3911,,12025
16-05-2020,Romania,19251921,303734,16704,1094,9574,206,6036
16-05-2020,Israel,8638917,498711,16608,268,12855,59,3485
16-05-2020,South Africa,59218133,439559,14355,261,6478,119,7616
16-05-2020,Japan,126520115,240368,16237,725,10338,232,5174
16-05-2020,Colombia,50817787,190114,14939,562,3587,136,10790
16-05-2020,Austria,9000366,357393,16201,629,14524,50,1048
16-05-2020,Kuwait,4262847,240716,13802,107,3843,169,9852
16-05-2020,Egypt,102094004,135000,11719,612,2950,41,8157
16-05-2020,Dominican Republic,10834889,50108,12110,428,3726,127,7956
16-05-2020,Philippines,109403890,215060,12305,817,2561,79,8927
16-05-2020,S. Korea,51264120,741145,11037,262,9851,55,924
16-05-2020,Denmark,5789832,444562,10858,543,9107,28,1208
16-05-2020,Serbia,8741321,174746,10496,228,4479,18,5789
16-05-2020,Panama,4306425,47768,9268,266,6080,72,2922
16-05-2020,Czechia,10706690,348849,8455,296,5422,39,2737
16-05-2020,Argentina,45146322,100362,7805,363,2534,170,4908
16-05-2020,Norway,5416217,216350,8237,232,32,20,7973
16-05-2020,Algeria,43752773,6500,6821,542,3409,22,2870
16-05-2020,Bahrain,1693667,228573,6747,12,2753,3,3982
16-05-2020,Afghanistan,38817349,21967,6402,168,745,19,5489
16-05-2020,Australia,25464216,1015652,7036,98,6362,16,576
16-05-2020,Morocco,36857758,85004,6741,192,3487,1,3062
16-05-2020,Malaysia,32315733,434136,6872,113,5512,13,1247
16-05-2020,Kazakhstan,18749587,505216,5850,34,2980,31,2836
16-05-2020,Finland,5539729,143900,6286,297,5000,30,989
16-05-2020,Nigeria,205486161,32942,5621,176,1472,7,3973
16-05-2020,Moldova,4035024,20447,5934,207,2344,251,3383
16-05-2020,Ghana,30991423,171642,5735,29,1754,5,3952
16-05-2020,Oman,5089968,61000,5029,21,1436,31,3572
16-05-2020,Armenia,2962604,39005,4283,55,1791,10,2437
16-05-2020,Bolivia,11653648,14803,3577,164,434,3,2979
16-05-2020,Luxembourg,624724,60246,3930,104,3699,15,127
16-05-2020,Iraq,40108260,140573,3260,121,2126,,1013
16-05-2020,Hungary,9663123,131429,3473,448,1371,45,1654
16-05-2020,Cameroon,26461313,,3105,140,1567,28,1398
16-05-2020,Azerbaijan,10128288,226005,3138,36,1944,37,1158
16-05-2020,Thailand,69779718,286008,3025,56,2855,61,114
16-05-2020,Greece,10428746,126283,2819,162,1374,23,1283
16-05-2020,Guinea,13086759,10304,2658,16,1133,18,1509
16-05-2020,Uzbekistan,33409960,460000,2738,11,2213,8,514
16-05-2020,Honduras,9885245,5653,2460,134,264,10,2062
16-05-2020,Sudan,43719159,,2289,97,222,,1970
16-05-2020,Senegal,16687100,24599,2429,25,949,6,1455
16-05-2020,Bosnia and Herzegovina,3283087,48528,2267,129,1355,4,783
16-05-2020,Bulgaria,6954222,64480,2175,105,573,45,1497
16-05-2020,Croatia,4108081,52425,2224,95,1913,9,216
16-05-2020,Ivory Coast,26294743,15260,2061,25,987,,1049
16-05-2020,Guatemala,17874358,7200,1643,30,135,5,1478
16-05-2020,Cuba,11327404,79834,1862,79,1460,7,323
16-05-2020,North Macedonia,2083384,21010,1762,98,1267,21,397
16-05-2020,Iceland,340982,56742,1802,10,1786,,6
16-05-2020,Estonia,1326433,68840,1770,63,934,5,773
16-05-2020,Tajikistan,9510530,,1322,36,,,1286
16-05-2020,Lithuania,2726360,224040,1534,55,988,17,491
16-05-2020,DRC,89204344,,1455,61,270,,1124
16-05-2020,Djibouti,986245,17106,1331,4,950,,377
16-05-2020,New Zealand,4817585,223937,1498,21,1428,,49
16-05-2020,Slovakia,5459339,139986,1493,28,1151,3,314
16-05-2020,Slovenia,2078905,68852,1465,103,272,6,1090
16-05-2020,Somalia,15835721,,1357,55,148,2,1154
16-05-2020,Gabon,2219053,7050,1320,11,244,11,1065
16-05-2020,El Salvador,6482375,53412,1265,26,441,18,798
16-05-2020,Mayotte,271976,5200,1312,18,627,9,667
16-05-2020,Kyrgyzstan,6510930,59490,1117,14,783,5,320
16-05-2020,Maldives,539365,11775,1078,4,58,9,1016
16-05-2020,Hong Kong,7489763,168291,1053,4,1022,1,27
16-05-2020,Tunisia,11803787,39778,1037,45,807,3,185
16-05-2020,Guinea-Bissau,1962083,1500,969,4,26,,939
16-05-2020,Latvia,1888464,87377,997,19,662,3,316
16-05-2020,Sri Lanka,21402783,42056,957,9,520,1,428
16-05-2020,Albania,2878155,11764,933,31,714,1,188
16-05-2020,Lebanon,6828869,59588,902,26,247,4,629
16-05-2020,Cyprus,1206320,85301,914,17,515,10,382
16-05-2020,Kenya,53621669,36918,830,50,301,1,479
16-05-2020,Niger,24088734,5816,889,51,689,,149
16-05-2020,Mali,20174887,3264,835,48,479,,308
16-05-2020,Costa Rica,5088572,19401,853,10,551,4,292
16-05-2020,Burkina Faso,20829100,,782,51,604,,127
16-05-2020,Paraguay,7121943,19308,778,11,198,,569
16-05-2020,Andorra,77251,3750,761,51,615,3,95
16-05-2020,Zambia,18317156,15811,679,7,183,1,489
16-05-2020,Uruguay,3472331,33036,733,19,558,5,156
16-05-2020,Equatorial Guinea,1396874,854,594,7,22,,565
16-05-2020,Georgia,3990035,36248,683,12,419,6,252
16-05-2020,San Marino,33923,3460,653,41,198,1,414
16-05-2020,Jordan,10191015,140222,607,9,404,5,194
16-05-2020,Venezuela,28445034,540236,504,10,241,1,253
16-05-2020,Malta,441407,49231,546,6,450,1,90
16-05-2020,Channel Islands,173672,5342,554,43,458,,53
16-05-2020,Haiti,11385726,1669,358,20,29,,309
16-05-2020,Jamaica,2959659,7946,511,9,121,,381
16-05-2020,Chad,16364523,,474,50,111,,313
16-05-2020,Sierra Leone,7956645,,462,29,106,,327
16-05-2020,Tanzania,59512999,,509,21,183,7,305
16-05-2020,Réunion,894557,17200,443,,354,4,89
16-05-2020,Taiwan,23811805,68988,440,7,389,,44
16-05-2020,Congo,5500730,,391,15,87,,289
16-05-2020,Palestine,5086351,44876,376,2,329,,45
16-05-2020,Nepal,29071791,92440,281,1,36,,244
16-05-2020,Ethiopia,114599417,53029,306,5,113,,188
16-05-2020,Benin,12082333,25471,339,2,83,,254
16-05-2020,Isle of Man,84980,4066,335,24,285,9,26
16-05-2020,Mauritius,1271525,69773,332,10,322,,0
16-05-2020,Togo,8254058,12510,298,11,99,,188
16-05-2020,Cabo Verde,555261,892,328,3,84,,241
16-05-2020,CAR,4819377,3498,327,,13,,314
16-05-2020,Montenegro,628057,10167,324,9,311,2,4
16-05-2020,Vietnam,97234232,275000,318,,260,2,58
16-05-2020,Madagascar,27599599,5670,283,,114,3,169
16-05-2020,Rwanda,12911155,48239,289,,178,,111
16-05-2020,South Sudan,11177895,3356,236,4,4,,228
16-05-2020,Uganda,45550580,70117,227,,63,,164
16-05-2020,Sao Tome and Principe,218653,175,235,7,4,,224
16-05-2020,Liberia,5042565,,223,20,116,,87
16-05-2020,French Guiana,297687,,197,1,125,,71
16-05-2020,Eswatini,1158724,4160,202,2,72,,128
16-05-2020,Martinique,375298,,192,14,91,,87
16-05-2020,Myanmar,54366792,13634,182,6,96,,80
16-05-2020,Faeroe Islands,48841,8779,187,,187,,0
16-05-2020,Guadeloupe,400116,2866,155,13,109,3,33
16-05-2020,Gibraltar,33692,5060,147,,145,,2
16-05-2020,Mozambique,31141818,5735,129,,43,,86
16-05-2020,Brunei,436979,16892,141,1,136,2,4
16-05-2020,Mongolia,3271795,10162,135,,20,2,115
16-05-2020,Yemen,29742981,120,122,18,1,,103
16-05-2020,Bermuda,62304,5017,123,9,73,2,41
16-05-2020,Guyana,786108,1089,117,10,43,2,64
16-05-2020,Cambodia,16690788,14684,122,,122,,0
16-05-2020,Trinidad and Tobago,1398962,2647,116,8,107,,1
16-05-2020,Aruba,106713,1937,101,3,93,4,5
16-05-2020,Monaco,39209,,96,4,87,1,5
16-05-2020,Bahamas,392795,1794,96,11,42,1,43
16-05-2020,Cayman Islands,65629,5900,94,1,55,,38
16-05-2020,Barbados,287335,3783,86,7,67,4,12
16-05-2020,Liechtenstein,38115,900,82,1,55,,26
16-05-2020,Mauritania,4633922,2015,40,4,7,,29
16-05-2020,Sint Maarten,42817,414,77,15,54,7,8
16-05-2020,Malawi,19066433,1762,65,3,24,1,38
16-05-2020,Libya,6859926,3633,65,3,28,,34
16-05-2020,French Polynesia,280717,3216,60,,59,,1
16-05-2020,Syria,17446406,,51,3,36,,12
16-05-2020,Angola,32731783,6136,48,2,17,,29
16-05-2020,Zimbabwe,14836491,25478,42,4,13,,25
16-05-2020,Macao,648258,,45,,43,1,2
16-05-2020,Burundi,11844472,284,15,1,7,,7
16-05-2020,Saint Martin,38585,,39,3,30,1,6
16-05-2020,Eritrea,3540444,,39,,39,,0
16-05-2020,Nicaragua,6615040,,25,8,7,,10
